state,year,price,customerdensity,wage,nrgen,pnrgen,nrcap,pnrcap,rgen,prgen,rcap,prcap,dcoal,dnuc,dsol,dhydro,dwind,pci,jul,rec
NC,2006,9.12,82.35,5.15,119096890.00,0.95,26697.00,0.92,6117894.00,0.05,1828.00,0.06,1,1,0,1,0,33373,77.50,0
NC,2007,9.40,83.98,6.15,124980075.00,0.96,27325.00,0.92,5135226.00,0.04,1828.00,0.06,1,1,0,1,0,34761,75.90,0
NC,2008,9.52,85.12,6.15,120088630.00,0.96,27311.00,0.92,5150433.00,0.04,1832.00,0.06,1,1,1,1,0,35741,76.60,1
NC,2009,9.99,85.73,6.55,111079237.00,0.94,27736.00,0.92,7328166.00,0.06,1851.00,0.06,1,1,1,1,0,34001,75.30,1
NC,2010,10.12,85.93,7.25,121431353.00,0.94,27579.00,0.91,7247130.00,0.06,1896.00,0.06,1,1,1,1,0,34604,79.50,0
NJ,1992,10.87,395.21,4.25,42827586.00,0.98,16301.14,0.97,836428.00,0.02,13.20,0.00,1,1,0,1,0,26270,72.90,0
NJ,1993,11.41,398.22,5.05,47418274.00,0.98,16986.91,0.97,926608.00,0.02,13.20,0.00,1,1,0,1,0,26799,76.90,0
NJ,1994,11.54,401.27,5.05,47350102.00,0.98,17170.12,0.97,1085240.00,0.02,13.20,0.00,1,1,0,1,0,27593,77.10,0
NJ,1995,11.98,405.13,5.05,43896306.00,0.97,17677.16,0.97,1202352.00,0.03,13.20,0.00,1,1,0,1,0,29022,76.50,0
NJ,1996,11.99,407.65,5.05,36635174.00,0.97,17489.04,0.97,1081409.00,0.03,13.20,0.00,1,1,0,1,0,30613,72.20,0
NJ,1997,12.08,411.19,5.05,40562255.00,0.97,17433.93,0.97,1194006.00,0.03,13.20,0.00,1,1,0,1,0,32326,74.70,0
NJ,1998,11.39,414.68,5.05,51988064.00,0.97,17271.14,0.96,1869569.00,0.03,13.20,0.00,1,1,0,1,0,34212,74.90,0
NJ,1999,11.40,424.85,5.15,54926991.00,0.97,17245.85,0.96,1876430.00,0.03,13.20,0.00,1,1,0,1,0,35360,78.40,0
NJ,2000,10.27,429.41,5.15,56262759.00,0.97,17718.00,0.96,1822456.00,0.03,13.00,0.00,1,1,0,1,0,38667,71.20,0
NJ,2001,10.21,433.21,5.15,57793096.00,0.97,17027.00,0.96,1628164.00,0.03,13.00,0.00,1,1,0,1,0,39635,71.50,1
NJ,2002,10.38,438.29,5.15,60270720.00,0.98,19533.00,0.97,1298667.00,0.02,13.00,0.00,1,1,0,1,0,39936,76.50,0
NJ,2003,10.67,442.12,5.15,55815894.00,0.97,19757.00,0.96,1583457.00,0.03,13.00,0.00,1,1,0,1,0,40423,74.80,0
NJ,2004,11.23,446.42,5.15,54791098.00,0.98,19140.00,0.96,1091244.00,0.02,14.00,0.00,1,1,0,1,0,42302,73.40,0
NJ,2005,11.74,450.48,5.15,59323732.00,0.98,18666.00,0.96,1225851.00,0.02,14.00,0.00,1,1,0,1,0,43880,76.70,0
NJ,2006,12.84,454.67,6.15,59367703.00,0.98,19739.00,0.96,1332436.00,0.02,21.00,0.00,1,1,0,1,1,47500,77.30,0
NJ,2007,14.14,457.64,7.15,61426149.00,0.98,19379.00,0.96,1245096.00,0.02,23.00,0.00,1,1,0,1,1,50256,74.10,0
NJ,2008,15.66,459.71,7.15,62300356.00,0.98,19353.00,0.96,1374433.00,0.02,25.00,0.00,1,1,1,1,1,52141,76.70,1
NJ,2009,16.31,462.54,7.15,60331003.00,0.98,19299.00,0.96,1480236.00,0.02,34.00,0.00,1,1,1,1,1,49221,72.40,1
NJ,2010,16.57,465.78,7.25,64326430.00,0.98,19243.00,0.96,1356064.00,0.02,49.00,0.00,1,1,1,1,1,50428,78.60,0
NY,1992,12.43,134.60,4.25,96603590.00,0.77,30319.42,0.84,29345334.00,0.23,4122.66,0.11,1,1,0,1,0,24693,65.10,0
NY,1993,13.17,135.52,4.25,93539459.00,0.75,30229.52,0.84,30681572.00,0.25,4172.48,0.12,1,1,0,1,0,25089,70.00,0
NY,1994,13.55,136.23,4.25,96782397.00,0.77,32680.43,0.85,29247175.00,0.23,4185.25,0.11,1,1,0,1,0,25807,70.80,0
NY,1995,13.90,137.01,4.25,105949881.00,0.79,32512.01,0.84,27463400.00,0.21,4304.80,0.11,1,1,0,1,0,27106,71.20,0
NY,1996,14.04,137.57,4.25,105063571.00,0.77,32728.32,0.84,30668678.00,0.23,4316.79,0.11,1,1,0,1,0,28497,66.90,0
NY,1997,14.12,138.01,4.25,108497704.00,0.77,32391.11,0.84,32333944.00,0.23,4325.44,0.11,1,1,0,1,0,30012,67.50,0
NY,1998,13.66,138.62,4.25,113950869.00,0.79,32165.77,0.84,30912379.00,0.21,4427.87,0.12,1,1,0,1,0,31416,68.40,0
NY,1999,13.23,140.89,4.25,119687862.00,0.82,30232.89,0.83,26593004.00,0.18,4422.19,0.12,1,1,0,1,0,32625,71.70,0
NY,2000,13.97,142.12,4.25,111191457.00,0.81,31979.00,0.84,26887618.00,0.19,4437.00,0.12,1,1,0,1,1,34623,65.10,0
NY,2001,14.04,158.82,5.15,119036215.00,0.83,32782.00,0.84,24878344.00,0.17,4490.00,0.12,1,1,0,1,1,35476,66.20,1
NY,2002,13.55,157.54,5.15,112841905.00,0.81,33213.00,0.84,26749783.00,0.19,4612.00,0.12,1,1,0,1,1,35448,70.40,0
NY,2003,14.31,145.62,5.15,111708220.00,0.81,33711.00,0.84,25935096.00,0.19,4650.00,0.12,1,1,0,1,1,36264,68.50,0
NY,2004,14.54,143.91,5.15,111992252.00,0.81,34810.00,0.85,25972542.00,0.19,4699.00,0.11,1,1,0,1,1,38660,67.70,0
NY,2005,15.72,143.76,6.00,118926276.00,0.81,36341.00,0.85,27961143.00,0.19,4833.00,0.11,1,1,0,1,1,41108,71.50,0
NY,2006,16.89,144.65,6.75,112103656.00,0.79,36453.00,0.85,30161776.00,0.21,5018.00,0.12,1,1,0,1,1,44567,71.20,0
NY,2007,17.10,146.85,7.15,117687136.00,0.81,36018.00,0.84,28191551.00,0.19,5079.00,0.12,1,1,0,1,1,47852,67.00,0
NY,2008,18.30,146.08,7.15,109965084.00,0.78,35157.00,0.83,30357016.00,0.22,5361.00,0.13,1,1,0,1,1,49408,69.40,1
NY,2009,17.50,146.49,7.15,100671390.00,0.76,35441.00,0.82,32479160.00,0.24,5931.00,0.14,1,1,0,1,1,46739,65.60,1
NY,2010,18.74,147.31,7.25,106372821.00,0.78,35114.00,0.82,30588833.00,0.22,5931.00,0.14,1,1,0,1,1,49119,72.00,0
OH,1992,8.24,104.86,4.25,136653805.00,0.99,29372.89,0.99,1007923.00,0.01,128.06,0.00,1,1,0,1,0,20025,71.70,0
OH,1993,8.36,105.93,4.25,134524027.00,0.99,29472.25,0.99,713265.00,0.01,126.56,0.00,1,1,0,1,0,20676,74.70,0
OH,1994,8.56,107.09,4.25,130917884.00,0.99,29660.75,0.99,845726.00,0.01,126.56,0.00,1,1,0,1,0,21818,73.00,0
OH,1995,8.60,108.36,4.25,138452363.00,0.99,29566.86,0.99,891539.00,0.01,126.56,0.00,1,1,0,1,0,22653,74.00,0
OH,1996,8.60,109.47,4.25,143274474.00,0.99,29440.97,0.99,1162740.00,0.01,126.56,0.00,1,1,0,1,0,23545,70.60,0
OH,1997,8.63,110.95,4.25,141529091.00,0.99,28612.46,0.99,1282157.00,0.01,129.31,0.00,1,1,0,1,0,24912,72.10,0
OH,1998,8.70,111.89,4.25,146747329.00,0.99,28983.65,0.99,1192728.00,0.01,129.81,0.00,1,1,0,1,0,26418,72.20,0
OH,1999,8.68,113.07,4.25,141112595.00,0.99,29109.35,0.99,1217836.00,0.01,170.81,0.01,1,1,0,1,0,27293,76.90,0
OH,2000,8.61,114.39,4.25,147539488.00,0.99,30146.00,0.99,1520792.00,0.01,171.00,0.01,1,1,0,1,0,28695,70.00,0
OH,2001,8.37,115.65,4.25,141018112.00,0.99,31602.00,0.99,1243695.00,0.01,171.00,0.01,1,1,0,1,0,29275,72.00,1
OH,2002,8.24,116.43,4.25,145973741.00,0.99,33845.00,0.99,1095109.00,0.01,171.00,0.00,1,1,0,1,0,29849,75.90,0
OH,2003,8.26,117.02,4.25,145447890.00,0.99,36535.00,0.99,1190238.00,0.01,173.00,0.00,1,1,0,1,0,30672,71.90,0
OH,2004,8.45,117.94,4.25,146886179.00,0.99,36652.00,0.99,1459726.00,0.01,135.00,0.00,1,1,0,1,0,31580,71.40,0
OH,2005,8.51,118.91,4.25,155714352.00,0.99,36451.00,0.99,1261971.00,0.01,135.00,0.00,1,1,0,1,1,32445,75.00,0
OH,2006,9.34,119.47,4.25,153980712.00,0.99,36347.00,0.99,1453363.00,0.01,135.00,0.00,1,1,0,1,1,34008,74.20,0
OH,2007,9.57,119.53,6.85,154017371.00,0.99,36329.00,0.99,1138174.00,0.01,135.00,0.00,1,1,0,1,1,35183,70.70,0
OH,2008,10.06,119.46,7.00,152130517.00,0.99,36063.00,0.99,1281734.00,0.01,135.00,0.00,1,1,0,1,1,36401,72.50,1
OH,2009,10.67,119.18,7.30,134880280.00,0.99,36082.00,0.99,1209945.00,0.01,135.00,0.00,1,1,0,1,1,35001,68.80,1
OH,2010,11.32,119.11,7.30,142203095.00,0.99,35595.00,0.99,1395242.00,0.01,148.00,0.00,1,1,1,1,1,35931,75.50,0
PA,1992,9.67,105.13,4.25,174613260.00,0.97,36843.15,0.94,4792385.00,0.03,751.49,0.02,1,1,0,1,0,21050,69.50,0
PA,1993,9.55,106.01,4.75,176345341.00,0.97,37011.15,0.94,4868791.00,0.03,751.49,0.02,1,1,0,1,0,21655,72.90,0
PA,1994,9.55,106.90,4.75,178978478.00,0.97,37240.34,0.94,5100223.00,0.03,751.49,0.02,1,1,0,1,0,22355,72.50,0
PA,1995,9.72,107.70,4.75,181369964.00,0.98,37339.48,0.94,4081347.00,0.02,750.89,0.02,1,1,0,1,0,23226,72.60,0
PA,1996,9.73,108.22,4.75,186555848.00,0.97,37344.97,0.94,5316775.00,0.03,724.89,0.02,1,1,0,1,0,24384,68.80,0
PA,1997,9.90,108.99,4.75,188519103.00,0.97,37491.12,0.94,4944095.00,0.03,724.14,0.02,1,1,0,1,0,25566,70.00,0
PA,1998,9.93,109.52,5.15,185933125.00,0.97,37415.02,0.94,5258393.00,0.03,724.14,0.02,1,1,0,1,0,27367,69.90,0
PA,1999,8.86,110.60,5.15,189640074.00,0.97,37578.80,0.94,4887971.00,0.03,724.14,0.02,1,1,0,1,0,28348,74.40,0
PA,2000,9.53,110.07,5.15,196431135.00,0.97,37386.00,0.94,5256845.00,0.03,733.00,0.02,1,1,0,1,1,30113,67.30,0
PA,2001,9.68,112.04,5.15,192230129.00,0.98,38443.00,0.93,4346462.00,0.02,809.00,0.02,1,1,0,1,1,30683,68.10,1
PA,2002,9.74,112.66,5.15,199443852.00,0.98,40812.00,0.94,4879026.00,0.02,809.00,0.02,1,1,0,1,1,31438,72.80,0
PA,2003,9.59,113.40,5.15,200424608.00,0.97,43819.00,0.94,5924905.00,0.03,907.00,0.02,1,1,0,1,1,32288,69.90,0
PA,2004,9.58,114.29,5.15,208589875.00,0.97,46804.00,0.94,6068626.00,0.03,907.00,0.02,1,1,0,1,1,33664,69.30,0
PA,2005,9.86,115.02,5.15,212969998.00,0.98,46497.00,0.94,5121127.00,0.02,998.00,0.02,1,1,0,1,1,34719,72.80,0
PA,2006,10.35,115.82,5.15,212915720.00,0.97,46494.00,0.94,5895875.00,0.03,925.00,0.02,1,1,0,1,1,36984,72.50,0
PA,2007,10.95,116.19,6.25,220751084.00,0.98,46177.00,0.94,5337256.00,0.02,1068.00,0.02,1,1,0,1,1,38927,68.70,0
PA,2008,11.35,116.74,7.15,215910036.00,0.97,46288.00,0.94,6440889.00,0.03,1139.00,0.02,1,1,1,1,1,40674,71.00,1
PA,2009,11.65,116.82,7.15,212932262.00,0.97,46289.00,0.93,6563882.00,0.03,1527.00,0.03,1,1,1,1,1,39210,66.70,1
PA,2010,12.70,117.02,7.25,222486593.00,0.97,46131.00,0.93,7265713.00,0.03,1540.00,0.03,1,1,1,1,1,40444,73.30,0
RI,1992,11.17,374.47,4.45,4711425.00,0.98,754.17,0.98,73780.00,0.02,4.26,0.01,0,0,0,1,0,20820,67.80,0
RI,1993,11.38,376.87,4.45,4581113.00,0.98,756.12,0.98,84183.00,0.02,4.26,0.01,0,0,0,1,0,21600,71.60,0
RI,1994,11.26,379.03,4.45,4646026.00,0.98,758.62,0.98,86894.00,0.02,4.26,0.01,0,0,0,1,0,22199,74.40,0
RI,1995,11.47,383.74,4.45,4399315.00,0.98,1114.59,0.98,88898.00,0.02,4.26,0.00,0,0,0,1,0,23364,73.10,0
RI,1996,11.81,386.29,4.45,7615428.00,0.99,1113.69,0.98,104608.00,0.01,4.42,0.00,0,0,0,1,0,24299,69.30,0
RI,1997,12.12,396.01,5.15,7597454.00,0.99,1113.69,0.98,112099.00,0.01,4.42,0.00,0,0,0,1,0,25621,71.10,0
RI,1998,10.91,398.65,5.15,7554680.00,0.98,1098.83,0.98,119831.00,0.02,4.42,0.00,0,0,0,1,0,26945,72.00,0
RI,1999,10.12,401.79,5.15,6256639.00,0.98,1097.77,0.98,120242.00,0.02,4.42,0.00,0,0,0,1,0,27741,74.80,0
RI,2000,11.28,395.96,5.65,5851439.00,0.98,1365.00,0.99,120106.00,0.02,4.00,0.00,0,0,0,1,0,29498,69.40,0
RI,2001,12.13,399.55,6.15,7395133.00,0.99,1365.00,0.98,106759.00,0.01,4.00,0.00,0,0,0,1,0,31197,68.90,1
RI,2002,10.20,400.34,6.15,6367950.00,0.90,1963.00,0.99,688815.00,0.10,4.00,0.00,0,0,0,1,0,32160,72.80,0
RI,2003,11.61,403.11,6.15,5513356.00,0.98,1989.00,0.99,107789.00,0.02,4.00,0.00,0,0,0,1,0,33477,72.00,0
RI,2004,12.19,404.79,6.75,4832432.00,0.98,1995.00,0.99,106988.00,0.02,4.00,0.00,0,0,0,1,0,34976,70.30,0
RI,2005,13.04,407.99,6.75,6046560.00,1.00,1992.00,0.99,6734.00,0.00,4.00,0.00,0,0,0,1,0,36117,72.50,0
RI,2006,15.12,409.21,6.75,5812903.00,0.97,1994.00,0.99,154822.00,0.03,4.00,0.00,0,0,0,1,0,38251,74.60,0
RI,2007,14.05,411.04,7.40,6890723.00,0.98,1992.00,0.99,159121.00,0.02,4.00,0.00,0,0,0,1,0,40349,72.10,0
RI,2008,17.45,411.66,7.40,7223882.00,0.98,1991.00,0.99,163384.00,0.02,3.00,0.00,0,0,0,1,0,41822,74.50,1
RI,2009,15.60,413.52,7.40,7547489.00,0.98,1991.00,0.99,149335.00,0.02,3.00,0.00,0,0,0,1,0,40460,69.70,1
RI,2010,15.92,412.11,7.40,7594940.00,0.98,1991.00,0.98,143779.00,0.02,5.00,0.00,0,0,0,1,1,42001,75.70,0
TX,1992,7.74,25.61,3.35,282159102.00,0.97,73922.36,0.99,8133211.00,0.03,624.10,0.01,1,1,1,1,0,18765,81.60,0
TX,1993,8.00,26.09,3.35,292601358.00,0.98,75526.98,0.99,7087357.00,0.02,625.60,0.01,1,1,1,1,0,19413,83.30,0
TX,1994,8.08,26.63,3.35,300291590.00,0.98,76382.05,0.99,6887934.00,0.02,628.24,0.01,1,1,1,1,0,20161,83.10,0
TX,1995,7.71,27.15,3.35,309454776.00,0.97,76360.45,0.99,8181470.00,0.03,628.24,0.01,1,1,1,1,0,21070,82.90,0
TX,1996,7.77,27.82,3.35,321560534.00,0.98,76956.58,0.99,7388399.00,0.02,664.90,0.01,1,1,1,1,1,22260,83.80,0
TX,1997,7.82,28.39,3.35,328877353.00,0.98,76125.88,0.98,7442157.00,0.02,671.00,0.01,1,1,1,1,1,23812,82.80,0
TX,1998,7.65,29.13,3.35,347835170.00,0.98,77263.33,0.99,7484994.00,0.02,669.50,0.01,1,1,1,1,1,25376,86.50,0
TX,1999,7.55,29.92,3.35,351436490.00,0.98,78597.15,0.98,7508254.00,0.02,822.92,0.01,1,1,1,1,1,26399,82.00,0
TX,2000,7.96,30.65,3.35,369776708.00,0.98,85716.00,0.99,7965657.00,0.02,835.00,0.01,1,1,1,1,1,28506,84.10,0
TX,2001,8.86,31.71,3.35,366177168.00,0.98,92234.00,0.98,6402834.00,0.02,1587.00,0.02,1,1,0,1,1,29185,85.20,1
TX,2002,8.05,33.09,5.15,375519619.00,0.97,99330.00,0.98,10108923.00,0.03,1747.00,0.02,1,1,0,1,1,28966,81.00,0
TX,2003,9.16,32.44,5.15,367853599.00,0.97,105802.00,0.98,11346086.00,0.03,1962.00,0.02,1,1,0,1,1,29622,82.20,0
TX,2004,9.73,32.71,5.15,379803596.00,0.97,106940.00,0.98,10495536.00,0.03,1962.00,0.02,1,1,0,1,1,31115,80.70,0
TX,2005,10.93,33.70,5.15,385838469.00,0.97,106804.00,0.97,10830253.00,0.03,2431.00,0.02,1,1,0,1,1,33220,82.60,0
TX,2006,12.86,34.77,5.15,387315035.00,0.97,105477.00,0.96,13267843.00,0.03,3411.00,0.03,1,1,0,1,1,35287,83.40,0
TX,2007,12.34,35.02,5.15,389074104.00,0.96,105103.00,0.95,16418192.00,0.04,5162.00,0.05,1,1,0,1,1,37098,79.10,0
TX,2008,13.04,35.97,5.85,382139809.00,0.94,104806.00,0.92,22647972.00,0.06,8103.00,0.07,1,1,0,1,1,39615,81.80,1
TX,2009,12.38,36.23,6.55,371075303.00,0.93,100985.00,0.90,26092607.00,0.07,10081.00,0.09,1,1,0,1,1,36595,84.00,1
TX,2010,11.60,36.43,7.25,379098799.00,0.92,106189.00,0.90,32596247.00,0.08,10670.00,0.09,1,1,1,1,1,38222,81.40,0
VT,1992,9.56,28.47,4.25,3800402.00,0.78,713.08,0.59,1069740.00,0.22,415.66,0.35,0,1,0,1,0,18941,62.90,0
VT,1993,9.84,28.68,4.25,3397735.00,0.73,713.08,0.59,1246030.00,0.27,423.16,0.35,0,1,0,1,0,19446,67.30,0
VT,1994,9.96,28.95,4.25,4327704.00,0.77,713.08,0.59,1289326.00,0.23,417.62,0.35,0,1,0,1,0,20255,69.60,0
VT,1995,10.52,29.29,4.25,3878586.00,0.75,713.08,0.59,1281476.00,0.25,421.19,0.35,0,1,0,1,0,21057,69.50,0
VT,1996,10.99,29.70,4.75,3802644.00,0.71,713.08,0.59,1547475.00,0.29,422.69,0.35,0,1,0,1,0,22106,65.90,0
VT,1997,11.45,29.91,4.75,4278165.00,0.75,707.13,0.59,1402373.00,0.25,424.46,0.35,0,1,0,1,0,23168,65.10,0
VT,1998,11.61,30.16,4.75,3400818.00,0.69,707.13,0.64,1545479.00,0.31,315.54,0.29,0,1,0,1,0,24921,66.60,0
VT,1999,12.17,30.31,4.75,4102376.00,0.72,707.13,0.65,1601217.00,0.28,312.04,0.29,0,1,0,1,1,26268,69.50,0
VT,2000,12.30,30.65,5.75,4699735.00,0.75,707.00,0.64,1603279.00,0.25,315.00,0.29,0,1,0,1,1,28196,63.80,0
VT,2001,12.67,30.91,6.25,4213860.00,0.77,705.00,0.65,1266754.00,0.23,308.00,0.28,0,1,0,1,1,29477,64.20,1
VT,2002,12.78,31.27,6.25,3975297.00,0.73,703.00,0.65,1480893.00,0.27,308.00,0.28,0,1,0,1,1,29994,67.20,0
VT,2003,12.82,29.66,6.25,4468788.00,0.74,703.00,0.64,1559174.00,0.26,305.00,0.28,0,1,0,1,1,30960,67.10,0
VT,2004,12.94,32.02,6.75,3879044.00,0.71,703.00,0.64,1591335.00,0.29,305.00,0.28,0,1,0,1,1,32640,66.40,0
VT,2005,12.96,32.43,7.00,4083966.00,0.71,703.00,0.64,1632789.00,0.29,305.00,0.28,0,1,0,1,1,33317,69.60,0
VT,2006,13.39,33.16,7.25,5115769.00,0.72,704.00,0.64,1968575.00,0.28,305.00,0.28,0,1,0,1,1,35867,70.10,0
VT,2007,14.15,33.01,7.53,4713428.00,0.81,699.00,0.64,1110154.00,0.19,306.00,0.28,0,1,0,1,1,37820,65.40,0
VT,2008,14.48,33.10,7.68,4901974.00,0.72,699.00,0.63,1918242.00,0.28,321.00,0.29,0,1,0,1,1,39433,67.80,1
VT,2009,14.90,33.18,8.06,5367478.00,0.74,699.00,0.63,1914870.00,0.26,321.00,0.29,0,1,0,1,1,38530,64.90,1
VT,2010,15.57,33.28,8.06,4790765.00,0.72,699.00,0.63,1829225.00,0.28,321.00,0.29,0,1,0,1,1,39736,70.40,0
